universe_id,q_hat,coverage,avg_size
ff781731dcdee78c262ffadb63156903,0.6756911709518163,0.9116263515773046,1.1999554118827334
d68204b406b3db0bba5ef9dfec05f208,0.6756911709518163,0.9116263515773046,1.1999554118827334
41371f7240f084e92e79a21cc3dc2e21,0.667985062798682,0.9109463827889868,1.20911826998105
f4aa7f1a938cc9245663d6b4d0596022,0.6643988046082314,0.9120945268086056,1.1171775721770147
aeda81ea848062c8b09ab80466cf07c3,0.6734194548559506,0.9110021179355702,1.2124512317467395
37cb643ae0e5b9b35a6d97f8a210c57b,0.6640932262468986,0.9120833797792888,1.1171106900011147
a1534888820cbfa843f49d2b4ef2514e,0.6739806319281745,0.9107791773492364,1.2128525248021402
1485d41cc20949b2d1406cdcf750dbda,0.6872213111423616,0.9065321591795786,1.1332627354809943
04a5873dee9dbd78c41d68119fadece0,0.65,0.9140675509976592,1.1427265633708616
ac61dc4975b4c6e37c44b92d00e83325,0.673671679915707,0.9121614089845056,1.2037676959090402
ecc217051ed97339dd01598751d6478c,0.6652254427038058,0.9115148812841378,1.2097425036227845
418d84cd0641196cf291bbbd3833bfcd,0.68736973554374,0.9065321591795786,1.1333296176568943
ffcd4f6171bad9a7f64bfbb74787f9df,0.6739806319281745,0.9107791773492364,1.2128525248021402
e75ce59377fbc92b60669778f4c1fa95,0.6625728753302769,0.911080147140787,1.19266525470962
12a5fec09c1184e64c2b9398314839d5,0.6761277050096451,0.9118938802809052,1.2021959647753873
d4731eaaaf4b2afab254d28e236bc980,0.6897556201651468,0.9062088953293947,1.1343217032660795
47601ce248a345cf80aa089cf9880cfa,0.65,0.91453572622896,1.1409541857095085
ece8e37d5f78a0b66773e8fa931dd6da,0.6660850694678735,0.9126518782744398,1.117344777616765
8b2c11c19583e4d5b9a213b53e76730c,0.6872980768593168,0.9065098651209452,1.133240441422361
027bf915af12d3f79f06c5867c0eddfb,0.65,0.9135993757663584,1.1413108906476424
e8eaa36c366e8a0bafd246c24a31869b,0.6652254427038058,0.9115148812841378,1.2097425036227845
8015739cd8f10b3c9f2ea76759557c73,0.6761277050096451,0.9118938802809052,1.2021959647753873
1a046868f549224919d5aea86afcaf91,0.6599999999999999,0.9155612529260952,1.1505740720098094
8965b8a88eed81e49c3d4c63da1705e0,0.6896768131512766,0.9062200423587116,1.1342882621781296
e95235cea9f300cc59b8bea683dd19b1,0.65,0.914000668821759,1.1392709842826887
87e1eecf7f2d100c4707dece3f2e668c,0.667985062798682,0.9109463827889868,1.20911826998105
f1db0d7a1518f502c13447817490b26e,0.6649378715308762,0.9118715862222716,1.115494370750195
630882776e420e2a50ab68c1f76a8700,0.6599999999999999,0.914925872255044,1.1498495151042247
b1622a8e1f50f7787d172a6f7cf6c977,0.6625728753302769,0.911080147140787,1.19266525470962
c0e33c3e2220da8b49cf0ce915df6679,0.673671679915707,0.9121614089845056,1.2037676959090402
884b918e8ede8673362fc916ebb89c2b,0.6897777917808091,0.9062200423587116,1.1342659681194962
07869d397bdca213cd6ca6d37961cca4,0.6897468085669285,0.9061866012707612,1.1342436740608628
c695dfe1666988e99123eaf9290c2d84,0.6734194548559506,0.9110021179355702,1.2124512317467395
d666e2b26ad834a3a31caefc780fa30b,0.6662950157812069,0.912573849069223,1.116999219707948
477d49ef12fbd6cddc136c12b06b590b,0.6643018501218525,0.9117266748411548,1.1166648088284472
ebd6a5f4ac7d0aad41b3828de7e9e29e,0.6643018501218525,0.9118047040463716,1.116698249916397
26d2c708e959f2c346ebb7bcb62376f8,0.6873785450835304,0.9065321591795786,1.1333184706275778
0f43291b17a5b4460355d5d20bb34cd2,0.6685875842072209,0.9125292609519564,1.117668041466949
81ac7889fc07902c57957226865f24e5,0.6599999999999999,0.9157953405417456,1.14912495819864
338397ae0ea0b5f086116cbd3197dacc,0.65,0.9124846728346896,1.138970014491138
